capture_id,vlm_being_away,vlm_coherence,vlm_scope,vlm_fascination,vlm_restorative_average,vlm_model,prompt_hash,cache_hit,vlm_status,vlm_error
202212_113.89919588637308_22.514262033985645.png,0.18,0.62,0.48,0.33,0.4024999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.90245330000002_22.580992999999996.png,0.08,0.55,0.72,0.34,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9048747_22.5351983.png,0.18,0.56,0.47,0.28,0.3725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9088971_22.5624485.png,0.22,0.63,0.58,0.31,0.435,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.909758_22.487155499999997.png,0.12,0.72,0.48,0.33,0.4125,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9112664_22.481579000000004.png,0.62,0.68,0.57,0.46,0.5825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9144565_22.508373499999998.png,0.12,0.58,0.46,0.38,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9169837_22.524702500000004.png,0.12,0.58,0.42,0.33,0.3625,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9185767_22.7716986.png,0.36,0.74,0.61,0.52,0.5575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9200199_22.4932087.png,0.08,0.55,0.46,0.21,0.325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9224188_22.538887600000006.png,0.18,0.56,0.42,0.23,0.3475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9239898_22.504820799999997.png,0.12,0.68,0.41,0.18,0.3475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9270181_22.5401367.png,0.63,0.74,0.71,0.52,0.65,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9281393_22.7900159.png,0.14,0.66,0.57,0.32,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9303129_22.7637627.png,0.32,0.68,0.74,0.46,0.55,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.93087370000002_22.545790199999995.png,0.48,0.72,0.58,0.44,0.5549999999999999,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.931886_22.7478105.png,0.12,0.72,0.58,0.28,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9340142_22.516298099999997.png,0.28,0.67,0.84,0.41,0.55,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9356375_22.5753551.png,0.18,0.68,0.56,0.33,0.4375,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.93686530000001_22.496623499999995.png,0.35,0.72,0.58,0.28,0.4825,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9384694_22.50815679999999.png,0.45,0.62,0.71,0.34,0.53,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9402644_22.519026199999995.png,0.08,0.55,0.72,0.41,0.44,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9436688_22.539266799999996.png,0.21,0.78,0.69,0.42,0.525,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9450831_22.532614599999995.png,0.08,0.56,0.46,0.18,0.32,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.94629651068989_22.542967760048658.png,0.72,0.84,0.77,0.58,0.7275,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9494489_22.5835412.png,0.12,0.46,0.33,0.18,0.2725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.95960670000001_22.543149499999995.png,0.18,0.62,0.46,0.28,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9694544_22.528250199999995.png,0.14,0.56,0.48,0.33,0.3775,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9776265_22.5282479.png,0.25,0.72,0.58,0.34,0.4725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9847278_22.5463916.png,0.28,0.63,0.52,0.36,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.9878482_22.594933299999997.png,0.08,0.56,0.58,0.22,0.36,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_113.992758_22.535601.png,0.18,0.56,0.52,0.28,0.385,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0005612_22.5402458.png,0.34,0.61,0.46,0.22,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0109223_22.545793100000004.png,0.28,0.68,0.56,0.42,0.485,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0250293_22.545575599999992.png,0.28,0.74,0.66,0.34,0.505,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0326051_22.526367499999996.png,0.18,0.46,0.72,0.33,0.4225,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.048521_22.5232585.png,0.12,0.48,0.44,0.39,0.3575,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0551493_22.518495400000003.png,0.23,0.67,0.58,0.34,0.455,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.05823080000002_22.540602100000005.png,0.15,0.72,0.58,0.34,0.4475,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0658167_22.534223299999994.png,0.18,0.63,0.41,0.27,0.3725,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0770361_22.5528905.png,0.28,0.62,0.41,0.32,0.4075,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0864988_22.5573059.png,0.55,0.62,0.71,0.58,0.615,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0908997_22.5583526.png,0.18,0.58,0.63,0.34,0.4325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.0910387431752_22.549649716591308.png,0.22,0.78,0.57,0.41,0.495,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.1040977_22.558683299999995.png,0.28,0.66,0.61,0.39,0.485,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.1136781_22.5459787.png,0.07,0.48,0.63,0.34,0.38,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.12220825245038_22.563703360607565.png,0.16,0.74,0.42,0.38,0.425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.1282478_22.556577899999997.png,0.08,0.62,0.41,0.22,0.3325,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.2485962_22.597206699999997.png,0.22,0.63,0.58,0.34,0.4425,gpt-5.4-mini,35128c8cfbadece8,,ok,
202212_114.2643742_22.586968899999995.png,0.07,0.52,0.34,0.18,0.2775,gpt-5.4-mini,35128c8cfbadece8,,ok,
